Capa,Cuerpos de agua no incluidos en el Serie VI de Uso del suelo y vegetación INEGI
Fuente,[1] Modelo cartográfico de humedales INEGI; [2] Cenotes POETY y [3] Censo de cenotes SEDUMA
Año,[1] 2014; [2] 2007; [3] 2009
Escala,"[1] 1:50,000; [2] [3] 1:1,000"
Unidades,Adimensional
